10106,251,4110
10106,256,8380
10106,257,16540
10106,258,27900
10106,274,23560
10106,276,17570
10106,283,15740
10106,291,11630
10106,291,29110
10106,294,4110
10106,295,8300
10106,295,21940
10106,296,29130
10106,296,60730
10106,318,9570
10106,319,8930
10106,320,19320
10106,323,41790
10106,323,69260
10106,323,71110
10106,329,56330
10106,337,126390
10106,344,10830
10106,344,33540
10106,354,17210
10106,355,3490
10106,355,3540
10106,356,41630
10106,356,52880
10106,356,78300
10106,356,183690
10106,357,2220
10106,358,1920
10106,358,4840
10106,359,14730
10106,359,31600
10106,359,31680
10106,359,32630
10106,360,32440
10106,360,41700
10106,361,30580
10106,363,34900
10106,368,12100
10106,368,38060
10106,373,44020
10106,373,71610
10106,374,28940
10106,374,31910
10106,374,45550
10106,374,64020
10106,377,10770
10106,378,10210
10106,378,19400
10106,380,1260
10106,384,61420
10106,384,77540
10106,384,81380
10106,385,42400
10106,385,42770
10106,385,57620
10106,385,70630
10106,385,102410
10107,60,45270
10107,60,150710
10107,60,234990
10107,67,153740
10107,68,49730
10107,72,51090
10107,72,102550
10107,72,102580
10107,72,156640
10107,73,40920
10107,73,89200
10107,76,41190
10107,76,86700
10107,76,104070
10107,76,196520
10107,77,30250
10107,77,96980
10107,87,171010
10116,670,71220
10116,689,10790
10116,705,11680
10116,710,14550
10116,710,37430
10116,710,56220
10116,713,20080
10116,716,72540
10116,718,60810
10116,719,18540
10116,721,53700
10116,725,42300
10116,728,72550
10116,728,83860
10116,729,59470
10116,729,124390
10116,734,74920
10116,738,59800
10116,738,68530
10116,738,73660
10116,739,9980
10116,739,58180
10116,742,58070
10116,743,13910
10116,752,69820
10116,754,55520
10116,761,20730
10116,762,47160
10116,763,72550
10116,763,77570
10116,768,81090
10116,769,17320
10116,769,61180
10116,769,87900
10116,770,21320
10116,770,32730
10116,784,41510
10116,784,50490
10116,784,65020
10116,784,70670
10116,784,98750
10116,784,159380
10116,784,161610
10116,784,175360
10116,784,195900
10116,784,211570
10116,785,15780
10118,711,15750
10118,712,78290
10118,713,22010
10118,713,51820
10118,714,23100
10118,715,25570
10118,717,10100
10118,718,8110
10118,719,18210
10118,730,93440
10118,733,26370
10118,737,2170
10118,737,6700
10118,740,3880
10118,740,25680
10118,740,41890
10118,740,74700
10118,740,129990
10118,746,34580
10118,749,7070
10118,749,50280
10118,749,59100
10118,749,77820
10118,749,96660
10118,749,99600
10118,749,100730
10118,749,134000
10118,749,135180
10118,749,146570
10118,749,193090
10118,749,196550
10118,749,217520
10118,749,233820
10118,749,240300
10118,749,254410
10118,749,260380
10118,749,300760
10118,750,98670
10118,750,111750
10118,750,141550
10118,750,151660
10118,750,161980
10118,750,173600
10118,750,189140
10118,750,206750
10118,750,223960
10118,750,249100
10118,750,281760
10118,750,306550
10118,750,319810
10118,750,368650
10118,750,386970
10118,750,395480
10118,751,18650
10118,751,39490
10118,751,128990
10118,753,9970
10118,754,31200
10118,755,22440
10118,756,20260
10118,757,36090
10118,815,50870
10118,818,8940
10118,820,9500
10118,821,19720
10118,822,39270
10118,822,41140
10118,824,24320
10118,824,40520
10118,825,20220
10118,825,55100
10118,825,102810
10118,826,18670
10118,826,105280
10118,839,98440
10118,839,123750
10118,840,15250
10118,840,21660
10118,840,48820
10118,841,18780
10118,841,40150
10118,841,50930
10118,841,57390
10118,841,64600
10118,844,18470
10118,844,72130
10118,847,17090
10118,849,19120
10118,849,30610
10118,851,10600
10118,852,16270
10118,852,22420
10118,852,42800
10118,852,56680
10118,852,93540
10118,852,104830
10118,852,123400
10118,854,33360
10118,854,45370
10118,854,53910
10118,854,89580
10118,854,126360
10118,860,17230
10118,861,32390
10118,861,58890
10118,862,1930
10118,863,44210
10118,863,63270
10118,863,96710
10120,670,49730
10120,670,52450
10120,670,66060
10120,671,20460
10120,674,2150
10120,679,17490
10120,679,19430
10120,679,37060
10120,679,63950
10120,680,25350
10120,683,6220
10120,684,10290
10120,684,23050
10120,684,29170
10120,684,48900
10120,684,67970
10120,704,21470
10120,708,24240
10120,708,59500
10120,708,66750
10120,708,71200
10120,708,84890
10120,710,18600
10120,710,19590
10120,710,28060
10120,710,53190
10120,711,49350
10120,713,16870
10120,713,17140
10120,713,37580
10120,713,46950
10120,713,77900
10120,713,86120
10120,715,1770
10120,717,54790
10120,724,25450
10120,724,50870
10120,725,41670
10120,725,44410
10120,735,20660
10120,735,21710
10120,735,26770
10120,736,430
10120,736,29360
10120,736,37450
10120,736,37890
10120,736,82710
10120,736,114920
10120,749,26860
10120,752,47260
10120,752,58690
10120,755,29160
10120,755,30310
10120,769,69360
10120,769,83110
10120,769,91620
10120,769,119280
10120,769,194490
10120,769,195580
10120,770,46390
10120,771,20020
10120,771,34400
10120,771,34980
10116,738,73660
10116,739,9980
10116,739,58180
10116,742,58070
10116,743,13910
10116,752,69820
10116,754,55520
10116,761,20730
10116,762,47160
10116,763,72550
10116,763,77570
10116,768,81090
10116,769,17320
10116,769,61180
10116,769,87900
10116,770,21320
10116,770,32730
10116,784,41510
10116,784,50490
10116,784,65020
10116,784,70670
10116,784,98750
10116,784,159380
10116,784,161610
10116,784,175360
10116,784,195900
10116,784,211570
10116,785,15780
10118,711,15750
10118,712,78290
10118,713,22010
10118,713,51820
10118,714,23100
10118,715,25570
10118,717,10100
10118,718,8110
10118,719,18210
10118,730,93440
10118,733,26370
10118,737,2170
10118,737,6700
10118,740,3880
10118,740,25680
10118,740,41890
10118,740,74700
10118,740,129990
10118,746,34580
10118,749,7070
10118,749,50280
10118,749,59100
10118,749,77820
10118,749,96660
10118,749,99600
10118,749,100730
10118,749,134000
10118,749,135180
10118,749,146570
10118,749,193090
10118,749,196550
10118,749,217520
10118,749,233820
10118,749,240300
10118,749,254410
10118,749,260380
10118,749,300760
10118,750,98670
10118,750,111750
10118,750,141550
10118,750,151660
10118,750,161980
10118,750,173600
10118,750,189140
10118,750,206750
10118,750,223960
10118,750,249100
10118,750,281760
10118,750,306550
10118,750,319810
10118,750,368650
10118,750,386970
10118,750,395480
10118,751,18650
10118,751,39490
10118,751,128990
10118,753,9970
10118,754,31200
10118,755,22440
10118,756,20260
10118,757,36090
10118,815,50870
10118,818,8940
10118,820,9500
10118,821,19720
10118,822,39270
10118,822,41140
10118,824,24320
10118,824,40520
10118,825,20220
10118,825,55100
10118,825,102810
10116,738,73660
10116,739,9980
10116,739,58180
10116,742,58070
10116,743,13910
10116,752,69820
10116,754,55520
10116,761,20730
10116,762,47160
10116,763,72550
10116,763,77570
10116,768,81090
10116,769,17320
10116,769,61180
10116,769,87900
