10106,247,18650
10106,256,10710
10106,257,29450
10106,289,44770
10106,289,56670
10106,289,56730
10106,291,30560
10106,293,36010
10106,305,25710
10106,308,59590
10106,316,2060
10106,316,5090
10106,323,39950
10106,331,15770
10106,331,49970
10106,337,7650
10106,337,24810
10106,337,123110
10106,338,33950
10106,344,16680
10106,356,51580
10106,356,64110
10106,356,65260
10106,356,65880
10106,357,16050
10106,363,44440
10106,365,51800
10106,368,12760
10106,368,18070
10106,373,49990
10106,374,30560
10106,374,44770
10106,374,48710
10106,374,51280
10106,374,66310
10106,379,29400
10106,381,19490
10106,384,49640
10106,384,62530
10106,384,64640
10106,384,67990
10106,384,102120
10106,385,55150
10106,385,67310
10106,391,40740
10107,60,170530
10107,67,25920
10107,67,174200
10107,68,19980
10107,72,78200
10107,72,126660
10107,72,155950
10107,73,29550
10107,73,116960
10107,73,120840
10107,76,67000
10107,76,202070
10107,76,202100
10107,76,203500
10107,77,21490
10107,77,92980
10107,77,104420
10107,87,4950
10107,87,18710
10107,87,182030
10116,670,77120
10116,670,85310
10116,671,26410
10116,671,34670
10116,671,40460
10116,675,46760
10116,675,68210
10116,676,49870
10116,699,25380
10116,704,77820
10116,705,36780
10116,705,62180
10116,709,35450
10116,709,66740
10116,710,35820
10116,710,37420
10116,710,37500
10116,716,51310
10116,716,86320
10116,718,39430
10116,718,43460
10116,722,26760
10116,723,26300
10116,728,90440
10116,729,82150
10116,738,69350
10116,738,79020
10116,738,98780
10116,739,32870
10116,739,35960
10116,742,67660
10116,742,85380
10116,743,37050
10116,743,37350
10116,743,40040
10116,743,52690
10116,754,48970
10116,761,56690
10116,763,79900
10116,763,82570
10116,768,66110
10116,769,35770
10116,769,39800
10116,772,53950
10116,777,25140
10116,778,7260
10116,784,65010
10116,784,77620
10116,784,107210
10116,784,114860
10116,784,154560
10116,784,155580
10116,784,178070
10116,784,193410
10116,784,200210
10116,784,220200
10116,784,228450
10118,713,47910
10118,719,16950
10118,719,31460
10118,724,23690
10118,725,6190
10118,725,41400
10118,730,46140
10118,733,3780
10118,733,22230
10118,735,84840
10118,740,16740
10118,740,33820
10118,740,65500
10118,740,84400
10118,740,98620
10118,749,9960
10118,749,49410
10118,749,56100
10118,749,85730
10118,749,88430
10118,749,114200
10118,749,118020
10118,749,119980
10118,749,144760
10118,749,195600
10118,749,215480
10118,749,231440
10118,749,235550
10118,749,248890
10118,749,298270
10118,749,335690
10118,749,341280
10118,750,96010
10118,750,107580
10118,750,116730
10118,750,149320
10118,750,155950
10118,750,167910
10118,750,168280
10118,750,187850
10118,750,205190
10118,750,215470
10118,750,242910
10118,750,278650
10118,750,289360
10118,750,289950
10118,750,305550
10118,750,308800
10118,750,320890
10118,750,321550
10118,750,322140
10118,750,324490
10118,750,348420
10118,750,366220
10118,750,375040
10118,750,400020
10118,750,400060
10118,751,28510
10118,754,49240
10118,755,11760
10118,755,53840
10118,756,31040
10118,757,49170
10118,796,13200
10118,812,2470
10118,815,4690
10118,815,19710
10118,815,24430
10118,816,660
10118,818,7200
10118,821,38450
10118,822,37840
10118,823,45550
10118,824,53480
10118,825,54330
10118,826,86380
10118,830,13630
10118,830,102620
10118,834,16550
10118,840,23560
10118,840,48100
10118,840,49920
10118,840,50870
10118,841,39050
10118,841,39660
10118,841,41340
10118,841,73890
10118,841,84370
10118,842,26320
10118,849,19330
10118,850,390
10118,852,12390
10118,852,17490
10118,852,41800
10118,852,51630
10118,852,82180
10118,852,82720
10118,852,95990
10118,852,101080
10118,852,111420
10118,852,111960
10118,852,113620
10118,852,119930
10118,852,130420
10118,852,139190
10118,854,16440
10118,854,28170
10118,854,46360
10118,854,73260
10118,854,76030
10118,854,77020
10118,854,78890
10118,854,79070
10118,854,82200
10118,854,101290
10118,854,125670
10118,854,156220
10118,863,31290
10120,670,9690
10120,670,45100
10120,670,52440
10120,670,69260
10120,670,113110
10120,671,129090
10120,679,35190
10120,679,63030
10120,679,110090
10120,683,66280
10120,684,14270
10120,684,20120
10120,684,33570
10120,684,39540
10120,684,54110
10120,684,75470
10120,684,83230
