10106,247,2790,1,14,51.3819,-2.24306,0.791667,0,3,1,
10106,247,4470,1,20,35.1667,3.17361,-0.402778,0,3,1,
10106,247,9520,1,31,103.208,-2.35416,-6.35417,0,0,1,
10106,247,15800,1,63,10.8542,0.982141,0.197917,0,3,1,
10106,247,18370,1,9,16.9063,-0.544643,0.604167,0,3,1,
10106,247,20380,1,19,93.5139,-2.33334,-0.131944,0,0,1,
10106,247,27540,1,31,102.806,-5.72917,9.93056,0,0,1,
10106,248,1290,1,23,94.2639,-1.30506,-0.722222,0,0,1,
10106,248,1690,1,24,62.2266,-1.06051,-0.203125,0,3,1,
10106,248,17980,1,32,45.4464,0.178993,-2.70536,0,3,1,
10106,248,24600,1,9,103.09,-4.13889,-0.305556,0,0,1,
10106,248,39340,1,10,12.2813,0.58929,-1.23958,0,3,1,
10106,251,4490,1,5,53.2813,-9.10813,0.507813,0,0,1,
10106,255,5870,1,26,67.2639,-21.2431,-2.50694,0,0,1,
10106,256,8060,1,40,24.9444,-0.449654,0.993056,0,3,1,
10106,256,15160,1,33,88.5972,-1.20834,-8.04861,0,3,1,
10106,256,16160,1,34,47.7639,-11.125,-3.75694,0,5,1,
10106,257,5450,1,5,79.8681,10.1597,0.444444,0,3,1,
10106,257,9120,1,10,88.625,-5.40972,-0.0138889,0,0,1,
10106,257,9430,1,11,66.7292,-17.3333,0.333333,0,3,1,
10106,257,33240,1,6,59.4931,-0.743061,-2.68056,0,3,1,
10106,257,39740,1,8,102.882,-3.15277,-1.19444,0,0,1,
10106,257,43540,1,34,77.4688,-8.62699,0.242188,0,3,1,
10106,258,9340,1,15,38.1518,-6.46788,0.973214,0,3,1,
10106,258,9630,1,16,95.1111,-16.4305,3.29167,0,0,1,
10106,258,12520,1,28,92.9375,-11.4012,0.722222,0,0,1,
10106,258,13750,1,31,63,-11.3056,5.8125,0,0,1,
10106,258,40550,1,56,73.7847,-5.54167,-1.57639,0,3,1,
10106,258,41540,1,58,93.5625,-2.24011,-0.714286,0,0,1,
10106,258,47100,1,10,16.3819,0.861113,0.333333,0,3,1,
10106,258,58100,1,12,43.6181,-9.0486,3.71528,0,5,1,
10106,260,18030,1,55,46.0347,-8.0625,-0.743056,0,1,1,
10106,266,2190,1,42,101.014,-13.0208,0.229167,0,0,1,
10106,266,4000,1,44,45,7.4375,0.243056,0,3,1,
10106,266,9340,1,56,102.708,-8.68477,-0.944444,0,0,1,
10106,266,15650,1,15,77.8889,-5.82639,-1.06944,0,0,1,
10106,266,19980,1,25,58.8839,-0.308857,-0.0625,0,3,1,
10106,273,1390,1,1,42.5486,-9.39583,0.590278,0,5,1,
10106,274,9220,1,12,74.5625,-11.7222,-0.1875,0,1,1,
10106,274,9570,1,12,40.0208,-8.42361,0,0,1,1,
10106,274,22600,1,36,83.6875,1.06946,-4.71528,0,3,1,
10106,274,23950,1,45,102.271,-6.15277,-0.347222,0,0,1,
10106,274,31230,1,25,6.45833,-0.868056,-1.34028,0,1,1,
10106,276,13660,1,20,79.9722,-9.40278,6.38889,0,3,1,
10106,276,23450,1,10,50.2569,-5.42361,0.701389,0,1,1,
10106,277,8040,1,13,48.4896,-0.767841,0.166667,0,3,1,
10106,277,23920,1,52,102.729,-12.9792,-3.15972,0,0,1,
10106,277,25190,1,57,41.9028,-5.70139,2.47222,0,1,1,
10106,277,27580,1,3,37.7986,-7.22222,-1.39583,0,1,1,
10106,278,7920,1,4,41.0625,4.66667,-0.0277778,0,3,1,
10106,281,22210,1,25,27.7639,2.49306,2.0625,0,3,1,
10106,281,24140,1,28,53.4653,-6.61744,0.0833333,0,2,1,
10106,281,28180,1,37,75.4931,-12.625,0.736111,0,1,1,
10106,281,28520,1,37,40.875,-8.57639,-1,0,1,1,
10106,281,37370,1,62,51.2143,0.846523,-0.660714,0,3,1,
10106,281,44580,1,41,77.6319,0.88195,0.229167,0,3,1,
10106,281,51650,1,26,60.7361,2.64583,17.7708,0,3,1,
10106,281,56600,1,39,102.944,-3.33332,-1.46528,0,0,1,
10106,281,67640,1,24,80.9028,-2.36806,2.29167,0,3,1,
10106,281,68080,1,6,78.0347,-3.29168,8.86111,0,3,1,
10106,283,1240,1,6,90.9444,-5.78473,1.02083,0,0,1,
